,0,1,2
842,1.0,3.0,9.0
843,7.0,3.0,10.0
844,1.0,3.0,4.0
845,1.0,3.0,4.0
846,1.0,3.0,5.0
847,1.0,3.0,3.0
848,1.0,3.0,3.0
849,1.0,3.0,3.0
850,2.0,3.0,3.0
851,2.0,3.0,3.0
852,1.0,3.0,2.0
853,1.0,2.0,2.0
854,1.0,2.0,2.0
855,8.0,2.0,2.0
856,8.0,4.0,2.0
857,1.0,4.0,4.0
858,1.0,4.0,4.0
859,8.0,2.0,2.0
860,8.0,2.0,1.0
861,8.0,2.0,2.0
862,3.0,2.0,2.0
863,4.0,2.0,1.0
864,4.0,2.0,1.0
865,4.0,2.0,1.0
866,4.0,2.0,1.0
867,4.0,2.0,2.0
868,4.0,2.0,1.0
869,3.0,2.0,3.0
870,3.0,9.0,3.0
871,2.0,1.0,1.0
872,5.0,2.0,5.0
873,1.0,2.0,4.0
874,1.0,2.0,2.0
875,6.0,2.0,2.0
876,6.0,2.0,2.0
877,1.0,2.0,2.0
878,1.0,2.0,2.0
879,5.0,2.0,2.0
880,5.0,1.0,2.0
881,5.0,1.0,1.0
882,5.0,1.0,1.0
883,5.0,7.0,1.0
884,6.0,9.0,1.0
885,1.0,9.0,4.0
886,3.0,9.0,2.0
887,3.0,9.0,4.0
888,3.0,5.0,2.0
889,3.0,7.0,3.0
890,3.0,7.0,3.0
891,3.0,7.0,3.0
892,3.0,7.0,2.0
893,4.0,7.0,1.0
894,4.0,7.0,1.0
895,4.0,7.0,1.0
896,6.0,7.0,7.0
897,1.0,3.0,1.0
898,1.0,6.0,1.0
899,1.0,6.0,1.0
900,9.0,3.0,10.0
901,9.0,1.0,10.0
902,4.0,1.0,2.0
903,1.0,9.0,10.0
904,1.0,9.0,7.0
905,1.0,9.0,5.0
906,1.0,4.0,3.0
907,2.0,1.0,8.0
908,3.0,4.0,4.0
909,2.0,4.0,4.0
910,2.0,4.0,4.0
911,5.0,4.0,3.0
912,10.0,1.0,10.0
913,4.0,1.0,4.0
914,4.0,2.0,4.0
915,9.0,3.0,1.0
916,9.0,3.0,1.0
917,9.0,10.0,6.0
918,3.0,1.0,3.0
919,2.0,1.0,1.0
920,3.0,1.0,1.0
921,6.0,6.0,1.0
922,8.0,6.0,1.0
923,6.0,6.0,1.0
924,2.0,1.0,1.0
925,2.0,4.0,2.0
926,1.0,4.0,6.0
927,2.0,1.0,8.0
928,2.0,1.0,6.0
929,2.0,1.0,3.0
930,2.0,1.0,3.0
931,2.0,1.0,3.0
932,2.0,1.0,3.0
933,2.0,1.0,3.0
934,3.0,1.0,3.0
935,3.0,1.0,1.0
936,1.0,1.0,1.0
937,1.0,1.0,1.0
938,1.0,1.0,1.0
939,2.0,1.0,1.0
940,1.0,1.0,1.0
941,1.0,1.0,1.0
942,1.0,1.0,1.0
943,1.0,3.0,1.0
944,1.0,1.0,1.0
945,3.0,1.0,1.0
946,3.0,6.0,2.0
947,5.0,5.0,2.0
948,1.0,2.0,4.0
949,2.0,2.0,4.0
950,10.0,3.0,1.0
951,3.0,4.0,1.0
952,3.0,4.0,3.0
953,3.0,4.0,5.0
954,5.0,4.0,7.0
955,5.0,4.0,3.0
956,9.0,4.0,5.0
957,2.0,4.0,2.0
958,2.0,4.0,2.0
959,2.0,4.0,2.0
960,2.0,2.0,1.0
961,2.0,4.0,3.0
962,6.0,7.0,3.0
963,2.0,4.0,3.0
964,2.0,3.0,4.0
965,2.0,5.0,3.0
966,2.0,4.0,3.0
967,2.0,4.0,3.0
968,2.0,4.0,1.0
969,3.0,5.0,3.0
970,1.0,2.0,3.0
971,1.0,2.0,4.0
972,7.0,2.0,5.0
973,1.0,2.0,1.0
974,1.0,2.0,1.0
975,1.0,5.0,6.0
976,1.0,2.0,1.0
977,1.0,2.0,6.0
978,5.0,2.0,1.0
979,1.0,2.0,10.0
980,1.0,2.0,1.0
981,9.0,2.0,4.0
982,3.0,2.0,6.0
983,3.0,8.0,3.0
984,3.0,2.0,3.0
985,3.0,6.0,3.0
986,3.0,4.0,3.0
987,3.0,4.0,3.0
988,3.0,4.0,3.0
989,3.0,4.0,2.0
990,3.0,4.0,2.0
991,10.0,4.0,2.0
992,10.0,4.0,2.0
993,10.0,2.0,2.0
994,10.0,2.0,2.0
995,10.0,3.0,6.0
996,1.0,2.0,1.0
997,1.0,4.0,4.0
998,2.0,3.0,4.0
999,2.0,3.0,4.0
1000,3.0,5.0,9.0
1001,1.0,4.0,2.0
1002,1.0,4.0,2.0
1003,2.0,4.0,4.0
1004,1.0,4.0,2.0
1005,1.0,2.0,10.0
1006,1.0,2.0,1.0
1007,2.0,6.0,1.0
1008,1.0,6.0,1.0
1009,1.0,2.0,1.0
1010,4.0,2.0,1.0
1011,4.0,2.0,1.0
1012,1.0,2.0,1.0
1013,1.0,2.0,1.0
1014,1.0,2.0,1.0
1015,1.0,2.0,1.0
1016,1.0,2.0,1.0
1017,1.0,2.0,1.0
1018,1.0,2.0,1.0
1019,1.0,2.0,1.0
1020,1.0,2.0,1.0
1021,10.0,7.0,1.0
1022,5.0,1.0,1.0
1023,5.0,1.0,1.0
1024,6.0,2.0,1.0
1025,6.0,3.0,8.0
1026,1.0,3.0,1.0
1027,1.0,4.0,4.0
1028,1.0,4.0,1.0
1029,1.0,4.0,1.0
1030,1.0,4.0,1.0
1031,1.0,4.0,1.0
1032,1.0,4.0,1.0
1033,1.0,4.0,1.0
1034,2.0,4.0,1.0
1035,2.0,4.0,1.0
1036,2.0,3.0,1.0
1037,2.0,3.0,1.0
1038,2.0,3.0,1.0
1039,4.0,2.0,1.0
1040,3.0,2.0,3.0
1041,1.0,2.0,3.0
1042,1.0,2.0,1.0
1043,1.0,2.0,1.0
1044,1.0,2.0,1.0
1045,1.0,2.0,3.0
1046,1.0,2.0,3.0
1047,4.0,2.0,4.0
1048,4.0,2.0,1.0
1049,1.0,4.0,1.0
1050,1.0,4.0,1.0
1051,1.0,4.0,1.0
1052,2.0,4.0,3.0
1053,2.0,1.0,3.0
1054,2.0,1.0,2.0
1055,2.0,4.0,2.0
1056,3.0,4.0,1.0
1057,3.0,4.0,1.0
1058,3.0,4.0,9.0
1059,1.0,4.0,1.0
1060,2.0,6.0,2.0
1061,2.0,6.0,2.0
1062,5.0,10.0,4.0
1063,5.0,1.0,5.0
1064,5.0,1.0,3.0
1065,2.0,1.0,2.0
1066,2.0,1.0,3.0
1067,2.0,1.0,2.0
1068,3.0,1.0,2.0
1069,2.0,1.0,2.0
1070,2.0,1.0,1.0
1071,2.0,3.0,2.0
1072,2.0,4.0,2.0
1073,5.0,10.0,5.0
1074,1.0,1.0,3.0
1075,8.0,5.0,3.0
1076,6.0,6.0,2.0
1077,5.0,1.0,2.0
1078,8.0,1.0,1.0
1079,5.0,1.0,7.0
1080,5.0,4.0,4.0
1081,5.0,7.0,3.0
1082,5.0,10.0,2.0
1083,5.0,2.0,2.0
1084,5.0,2.0,2.0
1085,5.0,4.0,3.0
1086,5.0,2.0,2.0
1087,10.0,2.0,2.0
1088,5.0,4.0,4.0
1089,6.0,5.0,2.0
1090,2.0,4.0,2.0
1091,4.0,1.0,1.0
1092,1.0,1.0,1.0
1093,1.0,1.0,1.0
1094,1.0,1.0,1.0
1095,1.0,1.0,1.0
1096,1.0,8.0,1.0
1097,1.0,1.0,1.0
1098,1.0,1.0,2.0
1099,1.0,1.0,1.0
1100,1.0,1.0,1.0
1101,1.0,2.0,1.0
1102,1.0,3.0,7.0
1103,1.0,6.0,1.0
1104,1.0,3.0,1.0
1105,1.0,9.0,1.0
1106,2.0,1.0,1.0
1107,3.0,1.0,3.0
1108,7.0,5.0,3.0
1109,2.0,1.0,7.0
1110,1.0,4.0,7.0
1111,1.0,4.0,2.0
1112,1.0,3.0,2.0
1113,2.0,3.0,2.0
1114,2.0,3.0,2.0
1115,1.0,3.0,1.0
1116,1.0,3.0,2.0
1117,1.0,1.0,1.0
1118,1.0,1.0,7.0
1119,8.0,1.0,7.0
1120,3.0,1.0,4.0
1121,8.0,5.0,6.0
1122,4.0,5.0,10.0
1123,3.0,3.0,10.0
1124,1.0,3.0,4.0
1125,8.0,3.0,5.0
1126,2.0,3.0,5.0
1127,2.0,3.0,5.0
1128,2.0,3.0,5.0
1129,2.0,3.0,2.0
1130,2.0,1.0,2.0
1131,2.0,3.0,2.0
1132,2.0,3.0,2.0
1133,2.0,3.0,2.0
1134,2.0,3.0,2.0
1135,2.0,1.0,2.0
1136,2.0,1.0,2.0
1137,2.0,1.0,2.0
1138,2.0,1.0,2.0
1139,4.0,1.0,4.0
1140,2.0,1.0,2.0
1141,2.0,1.0,1.0
1142,2.0,5.0,3.0
1143,2.0,1.0,1.0
1144,5.0,1.0,1.0
1145,5.0,1.0,1.0
1146,5.0,1.0,1.0
1147,5.0,1.0,1.0
1148,2.0,1.0,1.0
1149,4.0,1.0,1.0
1150,4.0,1.0,1.0
1151,3.0,2.0,1.0
1152,3.0,2.0,1.0
1153,4.0,2.0,1.0
1154,2.0,1.0,1.0
1155,2.0,1.0,1.0
1156,2.0,1.0,1.0
1157,2.0,1.0,1.0
1158,2.0,3.0,1.0
1159,2.0,3.0,1.0
1160,2.0,3.0,5.0
1161,2.0,3.0,1.0
1162,4.0,3.0,8.0
1163,5.0,2.0,4.0
1164,5.0,1.0,5.0
1165,5.0,1.0,5.0
1166,5.0,1.0,5.0
1167,1.0,4.0,4.0
1168,1.0,4.0,4.0
1169,1.0,1.0,1.0
1170,1.0,1.0,1.0
1171,1.0,1.0,1.0
1172,1.0,1.0,1.0
1173,1.0,1.0,1.0
1174,1.0,1.0,1.0
1175,1.0,1.0,1.0
1176,1.0,1.0,1.0
1177,1.0,1.0,1.0
1178,1.0,1.0,1.0
1179,1.0,1.0,1.0
1180,1.0,1.0,1.0
1181,1.0,1.0,2.0
1182,2.0,1.0,2.0
1183,1.0,2.0,1.0
1184,1.0,2.0,1.0
1185,1.0,2.0,1.0
1186,1.0,2.0,1.0
1187,1.0,2.0,1.0
1188,1.0,2.0,1.0
1189,1.0,2.0,1.0
1190,1.0,2.0,1.0
1191,1.0,4.0,1.0
1192,1.0,2.0,1.0
1193,1.0,2.0,1.0
1194,1.0,2.0,1.0
1195,1.0,2.0,1.0
1196,1.0,2.0,5.0
1197,1.0,2.0,1.0
1198,1.0,2.0,1.0
1199,5.0,2.0,1.0
1200,1.0,4.0,1.0
1201,1.0,5.0,1.0
1202,9.0,5.0,1.0
1203,9.0,5.0,1.0
1204,1.0,5.0,1.0
1205,10.0,5.0,6.0
1206,1.0,2.0,1.0
1207,1.0,3.0,1.0
1208,1.0,1.0,1.0
1209,4.0,4.0,5.0
1210,2.0,1.0,2.0
1211,4.0,1.0,4.0
1212,4.0,10.0,5.0
1213,4.0,7.0,5.0
1214,4.0,10.0,4.0
1215,7.0,2.0,2.0
1216,7.0,1.0,1.0
1217,5.0,1.0,1.0
1218,3.0,1.0,4.0
1219,3.0,1.0,4.0
1220,3.0,1.0,4.0
1221,3.0,1.0,4.0
1222,3.0,1.0,1.0
1223,4.0,1.0,1.0
1224,4.0,1.0,1.0
1225,3.0,7.0,3.0
1226,3.0,2.0,2.0
1227,4.0,2.0,2.0
1228,4.0,2.0,2.0
1229,4.0,2.0,1.0
1230,4.0,1.0,10.0
1231,10.0,8.0,2.0
1232,10.0,8.0,2.0
1233,10.0,5.0,5.0
1234,10.0,2.0,3.0
1235,10.0,2.0,9.0
1236,3.0,2.0,1.0
1237,6.0,2.0,1.0
1238,4.0,10.0,6.0
1239,4.0,1.0,1.0
1240,4.0,6.0,3.0
1241,4.0,1.0,1.0
1242,3.0,1.0,3.0
1243,3.0,2.0,6.0
1244,3.0,4.0,1.0
1245,9.0,1.0,1.0
1246,3.0,1.0,3.0
1247,9.0,4.0,3.0
1248,7.0,4.0,3.0
1249,3.0,4.0,4.0
1250,3.0,4.0,4.0
1251,3.0,6.0,6.0
1252,3.0,6.0,6.0
1253,1.0,1.0,1.0
1254,3.0,7.0,2.0
1255,2.0,1.0,6.0
1256,2.0,1.0,5.0
1257,2.0,1.0,7.0
1258,2.0,1.0,7.0
1259,2.0,7.0,3.0
1260,2.0,7.0,7.0
1261,7.0,2.0,9.0
1262,4.0,1.0,3.0
1263,4.0,3.0,1.0
1264,2.0,3.0,3.0
1265,2.0,3.0,3.0
1266,2.0,1.0,1.0
1267,2.0,1.0,4.0
1268,2.0,1.0,4.0
1269,2.0,1.0,4.0
1270,2.0,1.0,4.0
1271,1.0,1.0,1.0
1272,2.0,3.0,2.0
1273,2.0,6.0,5.0
1274,1.0,2.0,1.0
1275,1.0,5.0,2.0
1276,1.0,3.0,5.0
1277,1.0,3.0,9.0
1278,1.0,2.0,4.0
1279,1.0,2.0,2.0
1280,1.0,2.0,1.0
1281,1.0,2.0,1.0
1282,1.0,2.0,1.0
1283,1.0,2.0,1.0
1284,1.0,9.0,3.0
1285,8.0,2.0,3.0
1286,2.0,1.0,10.0
1287,8.0,1.0,6.0
1288,6.0,1.0,4.0
1289,4.0,1.0,3.0
1290,4.0,1.0,2.0
1291,3.0,1.0,3.0
1292,2.0,2.0,1.0
1293,4.0,3.0,1.0
1294,3.0,1.0,1.0
1295,3.0,1.0,1.0
1296,3.0,1.0,1.0
1297,3.0,1.0,1.0
1298,3.0,2.0,2.0
1299,3.0,2.0,2.0
1300,3.0,2.0,2.0
1301,3.0,1.0,3.0
1302,3.0,4.0,3.0
1303,1.0,5.0,10.0
1304,1.0,6.0,2.0
1305,1.0,2.0,2.0
1306,1.0,2.0,6.0
1307,1.0,2.0,2.0
1308,3.0,2.0,1.0
1309,3.0,2.0,1.0
1310,4.0,2.0,3.0
1311,1.0,2.0,1.0
1312,10.0,2.0,6.0
1313,1.0,2.0,1.0
1314,1.0,2.0,1.0
1315,1.0,2.0,1.0
1316,1.0,2.0,1.0
1317,1.0,1.0,1.0
1318,3.0,2.0,1.0
1319,1.0,2.0,3.0
1320,1.0,2.0,3.0
1321,1.0,2.0,1.0
1322,1.0,5.0,3.0
1323,3.0,2.0,3.0
1324,3.0,2.0,6.0
1325,3.0,2.0,6.0
1326,1.0,2.0,3.0
1327,1.0,2.0,1.0
1328,3.0,1.0,1.0
1329,3.0,4.0,1.0
1330,2.0,4.0,2.0
1331,1.0,4.0,2.0
1332,1.0,2.0,6.0
1333,5.0,1.0,10.0
1334,4.0,5.0,1.0
1335,4.0,1.0,1.0
1336,4.0,1.0,1.0
1337,4.0,1.0,1.0
1338,3.0,2.0,2.0
1339,3.0,1.0,1.0
1340,3.0,1.0,1.0
1341,1.0,1.0,1.0
1342,1.0,1.0,1.0
1343,1.0,1.0,1.0
1344,1.0,1.0,1.0
1345,1.0,1.0,1.0
1346,1.0,1.0,1.0
1347,1.0,6.0,1.0
1348,1.0,6.0,1.0
1349,1.0,7.0,1.0
1350,1.0,6.0,1.0
1351,2.0,1.0,2.0
1352,2.0,1.0,2.0
1353,2.0,1.0,2.0
1354,2.0,3.0,2.0
1355,2.0,1.0,1.0
1356,2.0,1.0,1.0
1357,2.0,1.0,1.0
1358,2.0,1.0,1.0
1359,4.0,1.0,1.0
1360,4.0,1.0,1.0
1361,4.0,1.0,1.0
1362,4.0,1.0,1.0
1363,4.0,1.0,1.0
1364,1.0,6.0,4.0
1365,2.0,10.0,2.0
1366,2.0,10.0,7.0
1367,2.0,10.0,4.0
1368,6.0,4.0,5.0
1369,5.0,2.0,3.0
1370,5.0,2.0,4.0
1371,4.0,2.0,1.0
1372,4.0,2.0,1.0
1373,2.0,1.0,1.0
1374,2.0,1.0,1.0
1375,2.0,2.0,1.0
1376,1.0,1.0,1.0
1377,1.0,2.0,2.0
1378,1.0,2.0,2.0
1379,1.0,2.0,2.0
1380,1.0,2.0,2.0
1381,1.0,2.0,2.0
1382,1.0,2.0,2.0
1383,4.0,2.0,2.0
1384,3.0,2.0,3.0
1385,1.0,2.0,1.0
1386,1.0,3.0,1.0
1387,2.0,3.0,1.0
1388,2.0,3.0,1.0
1389,2.0,3.0,1.0
1390,2.0,1.0,1.0
1391,2.0,1.0,1.0
1392,4.0,1.0,4.0
1393,4.0,1.0,4.0
1394,3.0,1.0,3.0
1395,2.0,1.0,2.0
1396,2.0,1.0,3.0
1397,2.0,1.0,10.0
1398,2.0,4.0,2.0
1399,2.0,5.0,2.0
1400,2.0,8.0,2.0
1401,2.0,5.0,5.0
1402,2.0,5.0,5.0
1403,1.0,5.0,5.0
1404,1.0,5.0,3.0
1405,1.0,5.0,3.0
1406,1.0,5.0,3.0
1407,1.0,5.0,1.0
1408,1.0,5.0,1.0
1409,1.0,5.0,1.0
1410,2.0,5.0,2.0
1411,2.0,1.0,2.0
1412,2.0,1.0,2.0
1413,2.0,1.0,2.0
1414,2.0,1.0,2.0
1415,5.0,1.0,10.0
1416,6.0,4.0,2.0
1417,7.0,9.0,2.0
1418,7.0,2.0,1.0
1419,7.0,1.0,3.0
1420,1.0,7.0,3.0
1421,7.0,5.0,1.0
1422,9.0,5.0,2.0
1423,7.0,4.0,2.0
1424,1.0,1.0,1.0
1425,1.0,1.0,1.0
1426,1.0,1.0,1.0
1427,1.0,1.0,1.0
1428,1.0,1.0,1.0
1429,6.0,2.0,1.0
1430,4.0,2.0,1.0
1431,4.0,2.0,1.0
1432,4.0,2.0,1.0
1433,6.0,2.0,4.0
1434,5.0,1.0,4.0
1435,1.0,1.0,4.0
1436,4.0,1.0,4.0
1437,4.0,1.0,4.0
1438,1.0,1.0,1.0
1439,1.0,1.0,1.0
1440,1.0,1.0,2.0
1441,1.0,1.0,2.0
1442,1.0,1.0,2.0
1443,2.0,1.0,2.0
1444,2.0,1.0,2.0
1445,2.0,1.0,2.0
1446,2.0,1.0,2.0
1447,2.0,1.0,2.0
1448,2.0,1.0,2.0
1449,2.0,1.0,3.0
1450,6.0,2.0,1.0
1451,3.0,1.0,2.0
1452,3.0,1.0,2.0
1453,5.0,2.0,4.0
1454,1.0,2.0,3.0
1455,1.0,9.0,3.0
1456,1.0,4.0,4.0
1457,1.0,6.0,10.0
1458,6.0,1.0,10.0
1459,2.0,7.0,10.0
1460,6.0,7.0,10.0
1461,2.0,3.0,2.0
1462,9.0,4.0,2.0
1463,8.0,3.0,2.0
1464,2.0,7.0,1.0
1465,1.0,4.0,10.0
1466,1.0,4.0,2.0
1467,6.0,4.0,2.0
1468,6.0,4.0,2.0
1469,3.0,4.0,2.0
1470,3.0,4.0,2.0
1471,3.0,4.0,2.0
1472,3.0,4.0,2.0
1473,3.0,4.0,2.0
1474,3.0,2.0,2.0
1475,3.0,2.0,2.0
1476,3.0,2.0,2.0
1477,3.0,2.0,2.0
1478,1.0,2.0,2.0
1479,1.0,2.0,3.0
1480,1.0,2.0,1.0
1481,1.0,2.0,4.0
1482,1.0,2.0,6.0
1483,1.0,2.0,1.0
1484,1.0,5.0,1.0
1485,2.0,5.0,3.0
1486,3.0,5.0,3.0
1487,3.0,1.0,4.0
1488,3.0,1.0,2.0
1489,3.0,1.0,2.0
1490,2.0,4.0,3.0
1491,2.0,3.0,10.0
1492,1.0,3.0,10.0
1493,7.0,1.0,4.0
1494,2.0,1.0,4.0
1495,5.0,2.0,3.0
1496,5.0,2.0,3.0
1497,4.0,1.0,3.0
1498,4.0,1.0,3.0
1499,4.0,1.0,3.0
1500,3.0,1.0,3.0
1501,2.0,1.0,6.0
1502,7.0,1.0,3.0
1503,7.0,1.0,3.0
1504,3.0,1.0,2.0
1505,3.0,1.0,1.0
1506,3.0,1.0,1.0
1507,2.0,2.0,2.0
1508,3.0,3.0,1.0
1509,3.0,1.0,1.0
1510,1.0,10.0,2.0
1511,1.0,4.0,1.0
1512,6.0,3.0,6.0
1513,1.0,1.0,1.0
1514,6.0,1.0,3.0
1515,3.0,1.0,4.0
1516,2.0,5.0,3.0
1517,2.0,5.0,2.0
1518,2.0,5.0,2.0
1519,2.0,5.0,4.0
1520,4.0,5.0,4.0
1521,4.0,5.0,1.0
1522,1.0,5.0,1.0
1523,1.0,5.0,1.0
1524,1.0,5.0,1.0
1525,1.0,4.0,1.0
1526,1.0,3.0,1.0
1527,1.0,1.0,2.0
1528,1.0,1.0,2.0
1529,1.0,1.0,1.0
1530,1.0,1.0,1.0
1531,1.0,1.0,1.0
1532,2.0,1.0,1.0
1533,1.0,1.0,1.0
1534,1.0,1.0,1.0
1535,1.0,1.0,1.0
1536,1.0,1.0,1.0
1537,1.0,1.0,1.0
1538,1.0,1.0,1.0
1539,1.0,1.0,1.0
1540,1.0,1.0,1.0
1541,1.0,1.0,1.0
1542,1.0,1.0,1.0
1543,1.0,1.0,1.0
1544,1.0,1.0,2.0
1545,1.0,3.0,1.0
1546,1.0,3.0,1.0
1547,1.0,10.0,5.0
1548,1.0,2.0,4.0
1549,1.0,10.0,2.0
1550,1.0,2.0,2.0
1551,1.0,2.0,2.0
1552,4.0,2.0,2.0
1553,3.0,6.0,2.0
1554,1.0,6.0,2.0
1555,1.0,6.0,4.0
1556,2.0,6.0,1.0
1557,1.0,6.0,3.0
1558,1.0,6.0,3.0
1559,1.0,6.0,6.0
1560,1.0,6.0,6.0
1561,1.0,6.0,6.0
1562,4.0,6.0,7.0
1563,4.0,6.0,6.0
1564,1.0,7.0,2.0
1565,6.0,7.0,4.0
1566,5.0,5.0,4.0
1567,3.0,3.0,3.0
1568,1.0,3.0,1.0
1569,1.0,1.0,1.0
1570,1.0,1.0,1.0
1571,1.0,1.0,1.0
1572,8.0,1.0,1.0
1573,2.0,2.0,2.0
1574,1.0,1.0,1.0
1575,1.0,1.0,1.0
1576,1.0,1.0,1.0
1577,1.0,1.0,1.0
1578,1.0,3.0,1.0
1579,1.0,1.0,3.0
1580,1.0,1.0,1.0
1581,2.0,1.0,2.0
1582,1.0,4.0,2.0
1583,1.0,2.0,9.0
1584,1.0,2.0,3.0
1585,10.0,2.0,1.0
1586,2.0,4.0,1.0
1587,2.0,7.0,1.0
1588,1.0,3.0,1.0
1589,1.0,7.0,1.0
1590,1.0,3.0,1.0
1591,2.0,2.0,2.0
1592,2.0,3.0,2.0
1593,1.0,1.0,2.0
1594,3.0,1.0,1.0
1595,4.0,3.0,4.0
1596,4.0,1.0,1.0
1597,1.0,2.0,1.0
1598,1.0,3.0,1.0
1599,3.0,4.0,2.0
1600,3.0,6.0,7.0
1601,3.0,4.0,3.0
1602,3.0,4.0,7.0
1603,3.0,4.0,7.0
1604,6.0,7.0,1.0
1605,2.0,7.0,7.0
1606,2.0,7.0,7.0
1607,2.0,4.0,3.0
1608,9.0,4.0,8.0
1609,1.0,2.0,5.0
1610,1.0,7.0,5.0
1611,1.0,7.0,2.0
1612,2.0,3.0,2.0
1613,5.0,3.0,2.0
1614,5.0,3.0,3.0
1615,5.0,2.0,2.0
1616,5.0,7.0,4.0
1617,6.0,3.0,2.0
1618,6.0,3.0,2.0
1619,2.0,3.0,2.0
1620,2.0,3.0,2.0
1621,2.0,3.0,2.0
1622,2.0,3.0,2.0
1623,2.0,1.0,2.0
1624,2.0,2.0,1.0
1625,5.0,1.0,1.0
1626,2.0,1.0,1.0
1627,3.0,1.0,1.0
1628,3.0,1.0,1.0
1629,3.0,1.0,1.0
1630,3.0,1.0,1.0
1631,3.0,1.0,1.0
1632,3.0,1.0,1.0
1633,3.0,1.0,1.0
1634,3.0,1.0,1.0
1635,3.0,1.0,1.0
1636,3.0,1.0,1.0
1637,3.0,1.0,1.0
